,0,1
2486,van,"{'word': 'van', 'count': 19, 'pages': {100, 108, 109, 142, 143, 144, 84, 85, 86, 117}, 'contexts': ['charge here miss van campen how many ', 'the afternoon miss van campen the superintendent ', 'rude to miss van campen she asked ', 'came in miss van campen had some ', 'been outside miss van campens door and ', 'all right miss van campen spoke about ', 'gage what did van campen say about ', 'went along miss van campen had accepted ', 'favor finally miss van campen admired family ', 'with jaundice miss van campen came in ', 'kümmel that miss van campen found the ', 'arent they miss van campen asked i ', 'had jaundice miss van campen no but ', 'the front miss van campen i said ', 'the scrotum miss van campen ignored the ', 'the jaundice miss van campen because miss ', 'campen because miss van campen left the ', 'you say to van campen she was ', 'a minute miss van campen said ill '], 'chapters': {13, 15, 17, 19, 22}}"
2487,campen,"{'word': 'campen', 'count': 18, 'pages': {108, 109, 142, 143, 144, 117, 86}, 'contexts': ['here miss van campen how many nurses ', 'afternoon miss van campen the superintendent came ', 'to miss van campen she asked after ', 'in miss van campen had some sherry ', 'right miss van campen spoke about you ', 'what did van campen say about me ', 'along miss van campen had accepted the ', 'finally miss van campen admired family very ', 'jaundice miss van campen came in the ', 'that miss van campen found the bear ', 'they miss van campen asked i cant ', 'jaundice miss van campen no but i ', 'front miss van campen i said did ', 'scrotum miss van campen ignored the actual ', 'jaundice miss van campen because miss van ', 'because miss van campen left the room ', 'say to van campen she was furious ', 'minute miss van campen said ill take '], 'chapters': {17, 19, 13, 22}}"
2488,questions,"{'word': 'questions', 'count': 2, 'pages': {84, 85}, 'contexts': ['a great many questions for a sick ', 'she asked many questions and seemed to '], 'chapters': {13}}"
2489,pajama,"{'word': 'pajama', 'count': 1, 'pages': {85}, 'contexts': ['back with a pajama jacket they put '], 'chapters': {13}}"
2490,jacket,"{'word': 'jacket', 'count': 1, 'pages': set(), 'contexts': ['with a pajama jacket they put that '], 'chapters': set()}"
2491,gage,"{'word': 'gage', 'count': 24, 'pages': {102, 106, 108, 109, 141, 143, 144, 85, 86, 88, 89, 90, 92, 94}, 'contexts': ['nurse called miss gage giggled could i ', 'the hospital miss gage brought a pitcher ', 'out and miss gage came back why ', 'the cinzano miss gage brought up a ', 'it was miss gage and she looked ', 'upturned mustache miss gage was finished with ', 'the bell miss gage came in would ', 'and finally miss gage came in the ', 'killed plenty miss gage was with me ', 'said to miss gage miss gage removed ', 'miss gage miss gage removed the dressings ', 'the room miss gage i called she ', 'especially ferguson and gage and the other ', 'i saw miss gage and she said ', 'little while miss gage came in whats ', 'so long miss gage looked at me ', 'you said miss gage what did van ', 'isnt mean miss gage said shes just ', 'eyes miss miss gage looked they had ', 'room later miss gage came in what ', 'youre a fool gage said shes after ', 'never liked you gage said whats it ', 'front pooh said gage ill swear youve ', 'that rucksack miss gage packed the bottles '], 'chapters': {13, 14, 15, 16, 17, 21, 22}}"
2492,giggled,"{'word': 'giggled', 'count': 1, 'pages': set(), 'contexts': ['called miss gage giggled could i have '], 'chapters': set()}"
2493,tile,"{'word': 'tile', 'count': 1, 'pages': {85}, 'contexts': ['beyond were the tile roofs of houses '], 'chapters': {13}}"
2494,chimneys,"{'word': 'chimneys', 'count': 1, 'pages': set(), 'contexts': ['of houses and chimneys i looked out '], 'chapters': set()}"
2495,tiled,"{'word': 'tiled', 'count': 1, 'pages': {85}, 'contexts': ['out over the tiled roofs and saw '], 'chapters': {13}}"
2496,use,"{'word': 'use', 'count': 11, 'pages': {169, 179, 181, 85, 87, 215, 190}, 'contexts': ['you like to use the bedpan i ', 'was not any use afterward i lay ', 'and shes no use to her shes ', 'it heartily i use no other drink ', 'burst whats the use of not being ', 'you can not use it so scientifically ', 'got no more use for this place ', 'think its any use tenente you cant ', 'it wasnt any use its ed i ', 'there was no use watching any more ', 'but not to use not to think '], 'chapters': {13, 25, 26, 27, 30}}"
2497,bedpan,"{'word': 'bedpan', 'count': 1, 'pages': set(), 'contexts': ['to use the bedpan i might try '], 'chapters': set()}"
2498,weve,"{'word': 'weve', 'count': 10, 'pages': {130, 268, 205, 85, 152}, 'contexts': ['he gets back weve tried to telephone ', 'him come eventually weve telephoned him at ', 'back a horse weve never heard of ', 'all the time weve been in milan ', 'them bonello said weve got no more ', 'shoot him tenente weve got to get ', 'is a socialist weve always been socialists ', 'to be married weve been very busy ', 'to see pallanza weve missed it how ', 'grand night and weve come a long '], 'chapters': {36, 13, 20, 23, 29}}"
2499,pitcher,"{'word': 'pitcher', 'count': 3, 'pages': {282, 85, 135}, 'contexts': ['gage brought a pitcher of water and ', 'ruth was a pitcher then playing for ', 'fire and a pitcher of hot water '], 'chapters': {21, 37, 13}}"
2500,superintendent,"{'word': 'superintendent', 'count': 1, 'pages': set(), 'contexts': ['van campen the superintendent came up to '], 'chapters': set()}"
2501,neatly,"{'word': 'neatly', 'count': 1, 'pages': {85}, 'contexts': ['was small and neatly suspicious and too '], 'chapters': {13}}"
2502,position,"{'word': 'position', 'count': 2, 'pages': {223}, 'contexts': ['good for her position she asked many ', 'in a bad position if i landed '], 'chapters': {30}}"
2503,meals,"{'word': 'meals', 'count': 1, 'pages': set(), 'contexts': ['wine with the meals i asked her '], 'chapters': set()}"
2504,prescribes,"{'word': 'prescribes', 'count': 1, 'pages': {85}, 'contexts': ['if the doctor prescribes it i cant '], 'chapters': {13}}"
2505,plan,"{'word': 'plan', 'count': 1, 'pages': {86}, 'contexts': ['absolutely not you plan on having him '], 'chapters': {13}}"
2506,eventually,"{'word': 'eventually', 'count': 2, 'pages': set(), 'contexts': ['having him come eventually weve telephoned him ', 'to do something eventually mrs henry is '], 'chapters': set()}"
2507,telephoned,"{'word': 'telephoned', 'count': 3, 'pages': {92, 86}, 'contexts': ['come eventually weve telephoned him at lake ', 'hes coming theyve telephoned for him to ', 'she said he telephoned from lake como '], 'chapters': {13, 14}}"
2508,rude,"{'word': 'rude', 'count': 3, 'pages': {86, 87}, 'contexts': ['why were you rude to miss van ', 'were domineering and rude i wasnt but ', 'you shouldnt be rude to her shes '], 'chapters': {13}}"
2509,skilfully,"{'word': 'skilfully', 'count': 1, 'pages': set(), 'contexts': ['for me very skilfully i didnt mean '], 'chapters': set()}"
2510,snooty,"{'word': 'snooty', 'count': 1, 'pages': set(), 'contexts': ['but she was snooty she said you '], 'chapters': set()}"
2511,domineering,"{'word': 'domineering', 'count': 1, 'pages': {86}, 'contexts': ['said you were domineering and rude i '], 'chapters': {13}}"
2512,theyve,"{'word': 'theyve', 'count': 11, 'pages': {102, 204, 175, 86, 216, 186, 316}, 'contexts': ['doctor hes coming theyve telephoned for him ', 'walker thats it theyve too many nurses ', 'taking san gabriele theyve won they wont ', 'up the junk theyve left then do ', 'me piani said theyve started again i ', 'eat piani said theyve cleaned it out ', 'i dont think theyve got any cavalry ', 'and make trouble theyve shot some officers ', 'im all broken theyve broken me i ', 'and more nurses theyve got to give ', 'something catherine said theyve got to give '], 'chapters': {41, 13, 16, 25, 27, 29, 30}}"
2513,swim,"{'word': 'swim', 'count': 2, 'pages': {223}, 'contexts': ['he do there swim no he has ', 'and try to swim ashore but decided '], 'chapters': {30}}"
2514,clinic,"{'word': 'clinic', 'count': 1, 'pages': {86}, 'contexts': ['he has a clinic there why dont '], 'chapters': {13}}"
2515,hush,"{'word': 'hush', 'count': 2, 'pages': set(), 'contexts': ['get another doctor hush hush be a ', 'another doctor hush hush be a good '], 'chapters': set()}"
2516,cinzano,"{'word': 'cinzano', 'count': 3, 'pages': {86}, 'contexts': ['a bottle of cinzano at the wine ', 'the bottle of cinzano and held it ', 'and drank the cinzano miss gage brought '], 'chapters': {13}}"
2517,fiasco,"{'word': 'fiasco', 'count': 1, 'pages': {86}, 'contexts': ['wine shop a fiasco of chianti and '], 'chapters': {13}}"
2518,chianti,"{'word': 'chianti', 'count': 4, 'pages': {142, 86, 135}, 'contexts': ['a fiasco of chianti and the evening ', 'small bottle of chianti with the meal ', 'capri bottles empty chianti flasks and a ', 'and the straw-covered chianti flasks and left '], 'chapters': {21, 13, 22}}"
2519,wrapped,"{'word': 'wrapped', 'count': 5, 'pages': {164, 118, 86, 90, 251}, 'contexts': ['and brought them wrapped in newspaper unwrapped ', 'he said and wrapped his razors in ', 'while the girl wrapped it up i ', 'yes they were wrapped in paper in ', 'the line and wrapped it on a '], 'chapters': {34, 13, 14, 19, 25}}"
2520,newspaper,"{'word': 'newspaper', 'count': 2, 'pages': set(), 'contexts': ['them wrapped in newspaper unwrapped them and ', 'his razors in newspaper he went out '], 'chapters': set()}"
2521,unwrapped,"{'word': 'unwrapped', 'count': 2, 'pages': {163, 86}, 'contexts': ['wrapped in newspaper unwrapped them and when ', 'the bed and unwrapped my puttees and '], 'chapters': {25, 13}}"
2522,drew,"{'word': 'drew', 'count': 7, 'pages': {192, 224, 306, 307, 214, 86, 90}, 'contexts': ['asked him to drew the corks and ', 'would have he drew his forefinger across ', 'way the girl drew her shawl tight ', 'the corkscrew and drew the cork on ', 'one hand i drew up my feet ', 'and the woman drew a line in ', 'now her face drew up then she '], 'chapters': {40, 13, 14, 27, 30}}"
2523,corks,"{'word': 'corks', 'count': 3, 'pages': {187, 86, 254}, 'contexts': ['to drew the corks and put the ', 'the old man corks off i dont ', 'the necks and corks of two champagne '], 'chapters': {35, 27, 13}}"
2524,awhile,"{'word': 'awhile', 'count': 8, 'pages': {137, 131}, 'contexts': ['read the papers awhile the news from ', 'had been alone awhile we were glad ', 'we were quiet awhile and did not ', 'and you sleep awhile no i can ', 'take the oars awhile no im fine ', 'the lake rowing awhile then resting and ', 'let me row awhile catherine said i ', 'really ill stay awhile i said the '], 'chapters': {20, 21}}"
2525,list,"{'word': 'list', 'count': 2, 'pages': {86}, 'contexts': ['front and the list of dead officers ', 'and enclosed a list i drank a '], 'chapters': {13}}"
2526,decorations,"{'word': 'decorations', 'count': 3, 'pages': {86}, 'contexts': ['officers with their decorations and then reached ', 'work for my decorations how many have ', 'ever get the decorations yes i got '], 'chapters': {13}}"
2527,drinks,"{'word': 'drinks', 'count': 4, 'pages': {322, 86}, 'contexts': ['and took little drinks making rings on ', 'bottle there between drinks and watched it ', 'will have ten drinks where are they ', 'were busy bringing drinks from the bar '], 'chapters': {41, 13}}"
2528,circled,"{'word': 'circled', 'count': 1, 'pages': {86}, 'contexts': ['town the swallows circled around and i '], 'chapters': {13}}"
2529,night-hawks,"{'word': 'night-hawks', 'count': 1, 'pages': {86}, 'contexts': ['them and the night-hawks flying above the '], 'chapters': {13}}"
2530,eggnog,"{'word': 'eggnog', 'count': 1, 'pages': {86}, 'contexts': ['glass with some eggnog in it i '], 'chapters': {13}}"
2531,sherry,"{'word': 'sherry', 'count': 1, 'pages': {86}, 'contexts': ['campen had some sherry put in this '], 'chapters': {13}}"
2532,shouldnt,"{'word': 'shouldnt', 'count': 9, 'pages': {139, 112, 114, 245, 87, 312, 287}, 'contexts': ['she said you shouldnt be rude to ', 'you cant you shouldnt come on dont ', 'he said why shouldnt it catherine asked ', 'but you you shouldnt mind because some ', 'i do you shouldnt be jealous of ', 'heroes but you shouldnt exaggerate where will ', 'out darling you shouldnt take silly chances ', 'he said i shouldnt ski quite right ', 'said but you shouldnt say it then '], 'chapters': {34, 37, 41, 13, 18, 21}}"
2533,responsibility,"{'word': 'responsibility', 'count': 1, 'pages': {87}, 'contexts': ['is a big responsibility for her mrs '], 'chapters': {13}}"
2534,walkers,"{'word': 'walkers', 'count': 1, 'pages': {87}, 'contexts': ['for her mrs walkers too old and '], 'chapters': {13}}"
2535,hungry,"{'word': 'hungry', 'count': 21, 'pages': {322, 100, 228, 269, 152, 187}, 'contexts': ['said im not hungry when she brought ', 'we were very hungry but she said ', 'when we were hungry then we got ', 'afraid ill be hungry well have it ', 'we were very hungry and the meal ', 'i only feel hungry i get terribly ', 'i get terribly hungry youre a fine ', 'feel hollow and hungry have you anything ', 'said well be hungry when we wake ', 'fine but very hungry there ought to ', 'lay and was hungry and waited for ', 'i was terrifically hungry lying on the ', 'cold and very hungry finally i rolled ', 'it was very hungry in there i ', 'christ i was hungry i wondered what ', 'no ill be hungry in a little ', 'to-day maybe im hungry youre just tired ', 'appetite im always hungry so am i ', 'lunch im always hungry go on and ', 'i was very hungry i watched the ', 'mouth i was hungry and i asked '], 'chapters': {36, 41, 15, 23, 27, 31}}"
2536,tray,"{'word': 'tray', 'count': 4, 'pages': {311, 245, 302, 87}, 'contexts': ['she brought the tray and put it ', 'and the breakfast tray across my lap ', 'glass on a tray a small bottle ', 'eat from a tray in the next '], 'chapters': {40, 34, 13, 39}}"
2537,thanked,"{'word': 'thanked', 'count': 2, 'pages': {279, 87}, 'contexts': ['bed table i thanked her and ate ', 'i said he thanked me saluted and '], 'chapters': {37, 13}}"
2538,beams,"{'word': 'beams', 'count': 2, 'pages': {212, 87}, 'contexts': ['could see the beams of the search-lights ', 'to the cattle beams crossed the opening '], 'chapters': {13, 30}}"
