,word,count,pages,contexts,chapters
492,first,71,"{132, 135, 11, 17, 278, 279, 152, 26, 158, 33, 35, 36, 293, 168, 42, 299, 44, 304, 50, 307, 313, 59, 60, 61, 63, 64, 320, 66, 321, 322, 198, 71, 204, 208, 81, 211, 219, 220, 222, 95, 96, 97, 113, 116, 119}","['the thumb tenente first finger capitano next ', 'or go upstairs first and clean up ', 'because it was first where did you ', 'we touched them first fingers extended the ', 'it was the first time i had ', 'afternoon from our first mountain post and ', 'you to a first medical post but ', 'man from pittsburgh first we passed the ', 'riding in the first car and as ', 'you are the first car and i ', 'said at the first battle you all ', 'him with my first load he bent ', 'softly middle name first name rank where ', 'something dripping at first it dropped slowly ', 'major at the first post declares it ', 'always to the first line besides the ', 'major at the first post was a ', 'number of the first regiment of the ', 'war but the first ones make them ', 'you are the first patient he held ', 'he was a first captain certainly the ', 'articulation said the first captain he straightened ', 'can say the first captain with the ', 'felicitations said the first captain he shook ', 'your opinion the first captain looked at ', 'time you must first have the wounds ', 'who is that first captain he is ', 'milan hes a first captain isnt he ', 'with by a first captain if he ', 'know what a first captain is doctor ', 'bed you would first take a sun ', 'were married the first day she had ', 'see the patients first the summer went ', 'after i was first on crutches before ', 'get by the first note at the ', 'in september the first cool nights came ', 'floor when she first came on duty ', 'once when i first met you i ', 'think so at first i thought you ', 'right you go first we walked down ', 'of the corridor first putting my pocket-book ', 'knew your girl first but she was ', 'worlds got it first he went on ', 'to start the first one said we ', 'i said the first thing we will ', 'said you cross first tenente listen to ', 'make him go first ill go i ', 'faces of the first two they were ', 'were right the first time bonello said ', 'the others the first officer said you ', 'the others the first officer said they ', 'came up the first time i heard ', 'up to stresa first ideal my dear ', 'well have breakfast first you wont mind ', 'luge-ing said the first official is tobogganing ', 'could toboggan the first official said you ', 'to montreux the first official said you ', 'congratulate you the first official shook my ', 'the police the first official assured me ', 'it was the first place i could ', 'this was our first i lied and ', 'one more beer first when we went ', 'crazy when i first met you do ', 'march came the first break in the ', 'long mirror at first because it looked ', 'nurse says the first labor is usually ', 'its only the first labor which is ', 'rules and the first time they caught ', 'out and went first toward the centre ', 'not see at first because there was ', 'and at the first mouthful i had ']","{3, 4, 5, 7, 8, 9, 10, 11, 13, 15, 18, 19, 20, 21, 23, 24, 25, 28, 29, 30, 37, 38, 39, 40, 41}"
493,capitano,3,{9},"['tenente first finger capitano next finger maggiore ', 'the third doctor capitano varini tenente enry ', 'sit down signor capitano i said the ']",{2}
494,maggiore,12,"{133, 9, 141, 116, 93}","['capitano next finger maggiore next to the ', 'a beard signor maggiore it could not ', 'at the ospedale maggiore and the doctor ', 'of the ospedale maggiore good i appreciate ', 'at the ospedale maggiore for bending the ', 'at the ospedale maggiore was finished and ', 'from the ospedale maggiore it rained very ', 'pallanza on lago maggiore it is nice ', 'you again signor maggiore he smiled you ', 'you good-by signor maggiore good-by they talk ', 'priest good-night signor maggiore he went off ', 'mountains from monte maggiore where do they ']","{2, 18, 21, 14}"
495,tenente-colonello,1,{9},['little finger and tenente-colonello the little finger '],{2}
496,soto-colonello,1,set(),['you come back soto-colonello they all laughed '],set()
497,great,45,"{256, 258, 133, 9, 139, 12, 269, 143, 274, 276, 278, 37, 39, 167, 297, 42, 301, 178, 179, 55, 56, 183, 184, 185, 314, 318, 69, 198, 204, 84, 98, 104, 236, 237, 111, 117, 249, 122, 254}","['was having a great success with finger ', 'and we were great friends while i ', 'you are my great and good friend ', 'to be a great general but he ', 'sinned there was great laughter from everybody ', 'all spoke with great positiveness and strategical ', 'there was a great splashing and i ', 'the post a great many of us ', 'am still a great joke he sounded ', 'will be a great happiness to read ', 'you ask a great many questions for ', 'was in a great hurry and the ', 'ill be a great success wont i ', 'people and the great galleria in the ', 'that we were great friends because she ', 'she got a great amount of work ', 'to get any great amount of troops ', 'mac youre a great boy ettore mac ', 'there was a great contrast between his ', 'he knew a great deal about cowards ', 'have seen a great deal of it ', 'i become a great italian thinker but ', 'ravne he had great admiration for the ', 'austrians had a great amount of artillery ', 'sound of a great bombardment far to ', 'had been a great battle in the ', 'river where the great victories had commenced ', 'out carrying the great jug of wine ', 'it is a great thing aymo said ', 'i was a great flop at piacenza ', 'youll be a great success go in ', 'parties were the great social event of ', 'is such a great pleasure that you ', 'it is a great pity would you ', 'that is the great fallacy the wisdom ', 'it was a great pleasure we will ', 'it was no great distance to row ', 'rowing is my great sport i always ', 'bags its a great country i said ', 'that meant a great deal to the ', 'said its a great success it looks ', 'soft and a great pleasure do you ', 'all seemed very great luxury after the ', 'is not so great as in a ', 'sewing up the great long forcep-spread thick-edged ']","{2, 3, 7, 8, 9, 11, 13, 15, 16, 17, 19, 21, 22, 25, 26, 27, 28, 29, 32, 33, 34, 35, 36, 37, 38, 41}"
498,success,5,{9},"['having a great success with finger games ', 'your tonsils with success these were three ', 'be a great success wont i yes ', 'be a great success go in that ', 'its a great success it looks so ']",{2}
499,games,4,"{322, 284}","['success with finger games he looked at ', 'many two-handed card games the small room ', 'as the football games of some one ', 'were several card games going on the ']","{41, 37}"
500,shouted,11,"{216, 61, 182, 55}","['the priest and shouted every night priest ', 'and the captain shouted priest not happy ', 'bump lieutenant he shouted nothing to do ', 'porta feriti i shouted holding my hands ', 'a stream i shouted to the driver ', 'that only the shouted words came through ', 'no good i shouted stop it piani ', 'on back i shouted i started up ', 'pace a soldier shouted out were going ', 'casa a soldier shouted they throw away ', 'pace some one shouted peace brigade the ']","{9, 27, 30}"
501,must,63,"{128, 257, 9, 267, 12, 13, 14, 142, 269, 272, 147, 278, 25, 28, 166, 296, 50, 51, 307, 310, 313, 58, 186, 63, 64, 65, 319, 67, 196, 323, 70, 324, 72, 73, 76, 77, 213, 214, 95, 96, 225, 98, 227, 102, 109, 252, 253, 254, 255}","['laughed again you must go on leave ', 'rinaldi now i must go back to ', 'he smiled i must make on miss ', 'exciting that you must resume again unknowing ', 'i suppose we must attack must attack ', 'we must attack must attack shall attack ', 'really rather i must write some letters ', 'and the busts must have cost him ', 'bad but we must finish it it ', 'fighting one side must stop fighting why ', 'for stupidity we must shut up said ', 'broke off i must do something about ', 'be serious you must have done something ', 'and better you must forgive me for ', 'him if you must have a priest ', 'a drink i must go really youre ', 'see it you must forgive me i ', 'mother yes i must have loved my ', 'he smiled i must go really he ', 'to hunt he must present a certificate ', 'i said we must be quiet said ', 'are gone we must go said the ', 'i said we must go said the ', 'go yes we must go good-by good ', 'the synovial fluid must re-form certainly it ', 'his watch we must go he said ', 'the time you must first have the ', 'the foreign bodies must be allowed to ', 'before your stomach must be emptied you ', 'be emptied you must be washed out ', 'here now there must be some more ', 'over it it must itch under the ', 'thousand lire he must be a splendid ', 'i believe she must have seen them ', 'several pistols it must fit this i ', 'i suppose you must have them too ', 'knows her they must have brought them ', 'i knew we must find one if ', 'was something they must have gotten some ', 'he said it must be good he ', 'the wine it must have been wine ', 'the country you must go along the ', 'i thought they must have been sent ', 'i know it must be a dreadful ', 'civilian clothes i must remember to buy ', 'i know i must be getting old ', 'see americans you must miss them one ', 'more then i must dress perhaps wed ', 'i thought that must be luino if ', 'that i thought must be cannobio i ', 'the village we must be well inside ', 'his head i must differ again the ', 'to mürren i must protest against your ', 'am afraid we must go my cousin ', 'keep warm it must be a lovely ', 'is needed i must do something for ', 'he said you must have something to ', 'gas anyway what must it have been ', 'old-mans face you must go out the ', 'said madame henry must not talk ill ', 'hate it you must not talk so ', 'said mr henry must go out he ', 'to die you must not be silly ']","{2, 3, 5, 6, 9, 10, 11, 12, 15, 16, 17, 20, 22, 23, 25, 27, 28, 30, 31, 34, 35, 36, 37, 38, 40, 41}"
502,show,16,"{229, 296, 9, 43, 205, 47, 144, 309, 120, 286, 94, 31}","['with you and show you things the ', 'was a ghastly show were you there ', 'very fine little show and im all ', 'now for a show up above plava ', 'above plava a show i dont think ', 'was a one-road show the road was ', 'a soldier to show me i went ', 'at me near-sightedly show them any room ', 'a second to show you she went ', 'leg i cant show you that because ', 'i want to show them to the ', 'war and well show you something are ', 'was not my show any more and ', 'embarrassing now i show too plainly i ', 'wear them to show they are chamois ', 'it i will show you she took ']","{2, 37, 6, 38, 8, 9, 40, 15, 19, 22, 29, 31}"
503,bring,38,"{131, 135, 9, 22, 24, 164, 303, 187, 60, 63, 64, 69, 212, 87, 224, 98, 109, 112, 241, 244, 249}","['you come back bring a phonograph bring ', 'bring a phonograph bring good opera disks ', 'good opera disks bring caruso dont bring ', 'bring caruso dont bring caruso he bellows ', 'then but dont bring a lot of ', 'system was to bring everything down the ', 'and stretcher-bearers would bring the wounded back ', 'it looked in bring him in said ', 'hasnt started yet bring him a glass ', 'tumbler of cognac bring on something serious ', 'you feel i bring you this it ', 'it no ill bring it to you ', 'open the bottle bring a glass drink ', 'barkley i will bring her here i ', 'go now and bring her here dont ', 'right i will bring you more then ', 'im going to bring your supper right ', 'the porter to bring glasses no no ', 'girl i will bring you better cognac ', 'you to-morrow ill bring you better cognac ', 'feel fine ill bring some cold mineral ', 'but let me bring a little bottle ', 'it did ill bring it said george ', 'of things to bring ive some fine ', 'the boy will bring them catherine said ', 'wanted me to bring him phonograph records ', 'up did you bring the phonograph records ', 'inside the chimney bring two candles and ', 'left for us bring the cars around ', 'cheese and apple bring the cheese i ', 'eat piani and bring it up there ', 'i did not bring it any closer ', 'told her to bring a plate for ', 'time if people bring so much courage ', 'hour come on bring the trolling line ', 'soup cat please bring soup for one ', 'whiskey let them bring the ice separately ', 'and have them bring ice and soda ']","{33, 2, 34, 5, 39, 9, 10, 11, 13, 15, 17, 18, 20, 21, 25, 27, 30}"
504,phonograph,3,"{164, 135}","['back bring a phonograph bring good opera ', 'to bring him phonograph records and enclosed ', 'you bring the phonograph records yes they ']","{25, 21}"
505,good,195,"{9, 12, 13, 16, 17, 19, 24, 27, 29, 31, 32, 35, 37, 38, 41, 43, 48, 49, 57, 60, 63, 66, 67, 69, 70, 73, 77, 85, 86, 87, 88, 89, 97, 99, 105, 107, 114, 117, 122, 126, 129, 131, 137, 147, 148, 149, 151, 152, 156, 162, 164, 165, 166, 168, 170, 172, 181, 185, 188, 196, 198, 213, 215, 216, 229, 230, 239, 244, 252, 253, 256, 262, 264, 267, 269, 270, 274, 276, 279, 280, 283, 285, 286, 287, 289, 291, 293, 295, 303, 304, 306, 307, 308, 310, 313, 315, 316}","['a phonograph bring good opera disks bring ', 'shouting there is good hunting you would ', 'my great and good friend and financial ', 'and there was good hunting i had ', 'machine is no good but the others ', 'you have a good time the others ', 'machine its no good one thing after ', 'everything seemed in good condition it evidently ', 'the same place good i said and ', 'make me a good impression on her ', 'yes hes very good thats splendid you ', 'any one any good this close to ', 'that is not good you love england ', 'the beautiful uniforms good evening i said ', 'made with a good grade and the ', 'right with their good metal-to metal brakes ', 'you will be good to me wont ', 'any frescoes were good when they started ', 'youre a very good boy thats what ', 'yes youre very good and you will ', 'there was a good deal going on ', 'i talk italian good enough i knew ', 'it might be good though i could ', 'the priest was good but dull the ', 'officers were not good but dull the ', 'the king was good but dull the ', 'would be any good to try and ', 'right be a good boy and be ', 'which was very good the drivers were ', 'brave and have good discipline i said ', 'came from such good families some of ', 'wed take quite good care of them ', 'does that sting good thats nothing to ', 'is your head good christ i said ', 'all over me good christ i said ', 'sure all right good luck and vive ', 'sat down and good news you will ', 'drink that its good it cost fifteen ', 'ought to be good five stars after ', 'each other be good while im gone ', 'is an englishwoman good for you are ', 'something about your good women your goddesses ', 'has always been good and a woman ', 'for your own good to save you ', 'really youre a good old boy now ', 'you were very good to come father ', 'talked and were good friends but to-night ', 'birds were all good because they fed ', 'must go good-by good luck many things ', 'washing felt very good there was a ', 'dont we take good care of you ', 'suspicious and too good for her position ', 'hush be a good boy and hell ', 'i woke for good long before it ', 'you have a good night yes thanks ', 'girl it isnt good for you to ', 'to get a good look at him ', 'he was any good he would be ', 'the ospedale maggiore good i appreciate it ', 'yourself be a good boy will you ', 'to-morrow get a good sleep ill see ', 'imagine hes very good come back to ', 'im not very good at it yet ', 'you sweet im good arent i good ', 'good arent i good you dont want ', 'you see im good i do what ', 'she was very good to catherine barkley ', 'you have a good time we have ', 'leave you what good would it do ', 'make you a good wife youre a ', 'came from very good people and that ', 'not sound so good it looked as ', 'year or a good year maybe the ', 'i know whats good for me so ', 'above thats me good luck good luck ', 'me good luck good luck when you ', 'difference no thats good because im afraid ', 'meyers information was good but i hated ', 'do us any good i thought we ', 'was feeling very good and we picked ', 'steeplechase youre awfully good to me she ', 'we had a good time in september ', 'i been a good girl until now ', 'youve been awfully good i dont really ', 'did not taste good i felt sick ', 'do them any good i dont know ', 'town have they good pistols catherine asked ', 'it is very good you will not ', 'hope its a good pistol catherine said ', 'we always feel good when were together ', 'place i said good said catherine we ', 'please im a good girl again i ', 'her youre my good girl im certainly ', 'the meal was good and we drank ', 'seem to have good taste about it ', 'i said take good care of yourself ', 'and drier im good i said how ', 'you are very good to say so ', 'arm around me good old baby he ', 'itself is a good job he was ', 'dont you feel good yourself baby i ', 'are the fine good anglo-saxon boy i ', 'you in a good italian liver and ', 'baby is she good to you of ', 'mean is she good to you practically ', 'less sometimes a good deal less perhaps ', 'it was no good when he was ', 'are all the good old priest-baiters where ', 'he is a good priest said the ', 'he is a good priest said rinaldi ', 'two of that good old priest he ', 'then he said good luck peduzzi will ', 'line get pretty good food but those ', 'would be a good trip well have ', 'well have a good trip i said ', 'hot will be good for those two ', 'do me any good if you wake ', 'was feeling very good to-morrow maybe well ', 'laughed at her good man he pointed ', 'pointed at himself good man he pointed ', 'morning theyll be good to push i ', 'apples thats a good breakfast piani was ', 'it tasted very good after the cheese ', 'well was very good ahead of us ', 'ruts its no good i shouted stop ', 'said thats pretty good tenente aymo said ', 'said thats pretty good i said we ', 'seemed like a good place i was ', 'the hay smelled good and lying in ', 'it must be good he smiled wheres ', 'make me feel good they had kept ', 'but we made good time it seemed ', 'over its too good that it should ', 'there were the good ones and the ', 'and other causes good christ i was ', 'night and a good meal and sheets ', 'again he said good i said outside ', 'other lady english good i said i ', 'through with it good boy i always ', 'i took a good room it was ', 'kills the very good and the very ', 'his billiard game good he beat me ', 'you be a good boy and be ', 'we had a good lunch with a ', 'the food was good the wine was ', 'very dry and good should we talk ', 'talk about it good what have you ', 'but nothing any good i thought mr ', 'britling a very good study of the ', 'bags youre very good to help us ', 'you are too good sir thank you ', 'the brandy is good he said you ', 'get drowned thats good go with the ', 'room all right good luck tenente good ', 'good luck tenente good luck we thank ', 'asked he says good luck good luck ', 'says good luck good luck catherine said ', 'we were making good time i pulled ', 'it would be good for me it ', 'moderation is very good for the pregnant ', 'american citizens in good standing you have ', 'necessary i have good hopes they will ', 'well get a good sleep poor cat ', 'well get a good sleep and you ', 'boots it was good walking on the ', 'flavor and the good way they made ', 'tea its very good for young catherine ', 'shes been very good catherine said she ', 'beer will be good for me and ', 'make you a good wife youre a ', 'well have a good appetite im always ', 'they are very good the girl said ', 'minute its a good idea it will ', 'we have a good life i do ', 'said im no good when youre not ', 'it was a good thing to warm ', 'to ruin you good i said thats ', 'that will be good then we wont ', 'the sensible way good whiskey was very ', 'gym there was good air and light ', 'we found two good places where we ', 'there was a good day we had ', 'over youre a good brave girl im ', 'she called them good ones when they ', 'to be a good wife and have ', 'i wish you good luck give me ', 'im not any good darling she said ', 'it was very good of the doctor ', 'catherine had a good time in the ', 'the by-product of good nights in milan ', 'and ill be good again ill be ', 'again ill be good this time cant ', 'oh youre so good to me you ', 'time youre so good to me there ', 'to do some good one of the ']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41}"
